sample_ID,Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales,Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales,Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales,Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales,Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales,Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales,Bacteria;Dependentiae;Babeliae;Babeliales,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,Bacteria;Desulfobacterota;Desulfuromonadia;Geoalkalibacteraceae,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Elusimicrobiota;Lineage IIa;Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales,Bacteria;Firmicutes;Bacilli;Bacillales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Izemoplasmatales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Bacilli;RF39,Bacteria;Firmicutes;Bacilli;Staphylococcales,Bacteria;Firmicutes;Bacilli;Thermicanales,Bacteria;Firmicutes;Clostridia;Caldicoprobacterales,Bacteria;Firmicutes;Clostridia;Christensenellales,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales,Bacteria;Firmicutes;Clostridia;Monoglobales,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales,Bacteria;Firmicutes;Clostridia;uncultured,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales,Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales,Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales,Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales,Bacteria;Spirochaetota;Brachyspirae;Brachyspirales,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,label
H26865,0,0,0,0,5,0,1,0,0,0,0,0,0,105,0,0,4248,0,1,0,0,2,1,0,6,0,6,0,0,0,0,0,50,0,8,0,3,0,0,174,17,1,5,0,0,1646,13,1635,1,38,0,0,0,0,0,75,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,3641,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
H26867,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,7545,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,48,0,15,124,1,0,0,126,279,1,0,0,0,1793,7,2638,9,17,0,0,0,0,0,11,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
H26868,0,0,0,0,2,5,0,0,1,0,0,0,0,83,0,0,5500,0,13,0,0,0,0,0,6,0,4,0,0,0,0,0,53,0,45,81,3,0,0,59,632,5,9,0,0,2464,9,2887,0,28,0,0,0,0,0,0,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,27,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1
H26869,0,0,0,0,0,0,0,0,0,0,5,0,0,182,0,0,4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,53,0,0,0,0,9,0,0,0,0,0,4650,16,1439,0,23,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5793,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
H26870,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6294,0,0,0,0,0,0,0,14,0,46,0,0,0,0,0,43,0,3,62,0,0,0,36,194,3,1,0,0,745,30,2361,2,11,0,0,0,0,0,0,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26872,0,0,0,0,0,0,2,0,1,0,0,0,0,147,0,0,6085,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,65,4,443,0,6,0,0,332,3395,2,3,0,0,3172,189,4852,46,40,0,0,3,0,0,8,499,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,37,0,0,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
H26875,0,0,0,0,119,2,0,0,0,0,0,0,0,208,0,0,5497,0,16,0,0,0,4,0,0,0,1,0,0,0,0,0,86,129,12,0,3,0,0,421,0,1,14,0,0,1089,0,1619,14,36,0,0,0,0,0,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H26876,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,4020,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,40,0,0,0,0,9,9,0,0,1,0,1085,5,488,0,11,0,0,0,0,0,5,2610,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,9022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H26877,0,0,0,0,1,0,0,0,0,0,2,0,0,193,0,0,5461,0,168,0,0,0,0,0,0,0,105,0,0,0,0,0,136,18,22,97,0,0,0,484,562,16,10,0,16,761,127,4480,16,24,4,9,0,0,0,558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1706,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1
H26878,0,0,0,0,9,5,27,0,31,0,4,0,0,87,0,0,5174,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,397,0,514,0,13,0,0,271,42,0,28,0,0,2863,97,3632,0,62,0,0,0,0,0,233,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,10,471,0,0,0,0,47,14,0,0,0,0,0,0,0,0,0
H26880,0,0,0,0,6,0,1,0,4,0,0,0,0,18,0,0,8853,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,130,0,24,4,3,0,0,191,19,12,0,0,0,4285,174,5415,0,140,0,0,1,0,0,2,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,0,0,0,7924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H26881,0,0,0,0,0,7,0,0,0,0,0,0,0,72,0,0,2716,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,225,0,236,3134,0,0,0,111,76,0,42,1,0,980,4,1726,0,34,0,0,0,0,0,1,275,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,0,588,0,0,0,1,7,13,0,6,0,0,0,0,0,0,0
H26884,0,0,0,0,0,0,0,0,1,0,2,0,0,319,0,0,2680,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,931,0,269,948,2,0,0,218,228,1,23,0,0,1149,11,2000,4,47,0,0,0,0,0,22,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2
H26885,0,0,0,0,0,0,3,0,0,0,0,0,0,484,0,0,7393,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,505,0,18,0,0,0,0,28,0,0,6,0,0,2344,13,2220,2,4,0,0,0,0,0,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,18,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1
H26886,0,0,0,0,5,0,7,0,2,0,0,0,0,6,0,0,7643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,57,0,2,0,0,0,296,0,12,0,0,1031,44,946,0,0,0,0,0,0,0,0,634,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,60,0,0,0,5,0,0,0,0,797,2,0,0,0,0,0,0,0,0,0
H26887,0,0,0,0,7,21,1,0,0,0,3,0,1,160,0,0,4015,0,5,2,0,0,0,0,0,0,6,0,0,0,0,1,448,0,58,0,0,0,0,0,1,0,0,0,0,3742,179,2286,0,80,0,0,0,0,0,1,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,0,0,1,7,0,0,0,0,33,4,0,0,0,0,0,0,0,0,1
H26888,0,0,0,0,3,0,0,0,0,0,0,0,0,148,0,0,9302,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,455,0,14,0,0,0,0,493,486,11,10,0,0,2252,8,4111,37,27,0,0,0,0,0,96,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
H26890,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,6523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,30,0,0,0,0,11,240,0,0,0,0,2246,11,1410,0,6,0,0,0,0,0,655,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,82,0,0,0,0,130,0,0,0,0,0,0,0,0,1,0
H26891,0,0,9,0,0,0,5,0,5,0,0,0,0,776,0,0,14981,0,291,16,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,12,0,0,0,31,0,0,17,0,0,718,179,2343,0,0,0,0,0,0,0,181,40,0,32,13,0,0,0,0,0,0,26,0,0,0,0,0,94,0,0,0,59,0,0,0,0,0,40,0,0,0,12,0,0,0,0,1
H26893,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,8711,0,0,0,0,0,0,0,0,0,36,0,0,0,0,5,42,0,100,0,21,0,0,0,0,0,1,0,0,1496,0,1672,0,6,0,0,0,0,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,0,0,5796,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
H26894,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,6593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,208,0,10,1,0,0,0,0,0,0,28,0,0,3124,74,866,0,8,0,0,0,0,0,323,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,2,6,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0
H26895,0,0,0,0,3,2,5,0,0,0,0,0,0,34,0,0,3784,0,1,0,0,0,0,0,101,0,117,0,0,0,0,0,89,0,41,0,0,0,0,136,418,25,4,0,1,1866,176,3331,0,145,0,0,0,0,0,0,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
H26896,0,0,0,0,2,1,3,0,7,0,0,0,0,10,0,0,8847,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,75,3,34,373,1,0,0,177,943,140,0,0,5,1959,10,3545,30,11,4,12,0,0,0,0,2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26897,0,0,0,0,4,0,0,0,0,0,0,0,0,26,0,0,5548,0,44,0,0,0,0,0,1,0,7,0,0,0,0,0,214,0,8,338,6,0,0,225,0,2,45,0,0,1687,29,1612,0,48,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,2,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H26898,0,0,0,0,1,1,2,0,0,0,0,0,0,4,0,0,6188,0,0,0,0,0,2,0,4,0,266,0,0,0,0,0,83,0,5,0,0,0,0,69,29,0,0,0,0,2424,40,1929,0,13,0,0,0,0,0,198,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,73,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0
H26901,0,0,0,0,2,2,0,0,0,0,0,0,0,286,0,0,5696,0,0,0,0,0,0,0,50,0,41,0,0,0,0,0,113,0,27,5,0,0,0,193,215,0,13,1,0,1355,70,2151,30,14,0,3,0,0,0,10,2180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1
H26902,0,0,0,0,5,0,6,0,4,0,0,0,0,16,0,0,4123,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,38,0,431,0,3,0,0,3,0,6,26,0,0,3394,32,1343,0,19,0,0,0,0,0,0,2544,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,66,0,0,0,4,422,2,0,0,0,0,0,0,0,0,0
H26903,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,6449,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,32,0,54,0,2,0,0,17,0,0,8,0,0,1245,87,2463,0,3,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,35,0,0,0,0,232,0,0,0,0,0,0,0,0,0,1
H26905,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4238,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,78,0,27,430,1,0,0,159,406,3,2,0,0,650,10,1870,0,12,0,10,0,0,0,0,236,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,1000,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
H26906,0,0,0,0,3,2,3,0,0,0,0,0,0,64,0,0,2676,0,4,0,0,0,7,0,0,0,18,0,0,0,0,0,71,1,18,306,0,0,0,1280,129,8,88,0,14,1158,62,3702,33,64,12,17,0,0,0,168,39,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,95,0,0,0,1850,0,0,0,0,7,223,0,2,0,0,0,0,0,0,2
H26907,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,5455,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,43,5,68,26,0,0,0,169,208,7,1,0,0,886,93,1753,0,63,1,3,0,0,0,4,535,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,4,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1
H26908,0,0,0,0,3,0,0,0,1,0,1,0,0,52,0,0,4851,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,73,1,36,155,1,0,0,1021,757,18,18,1,0,1048,74,1838,4,26,0,1,0,0,0,11,906,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,0,0,2,56,0,0,0,0,7,1,0,0,0,0,0,0,1,2,0
H26909,0,0,0,0,0,0,1,0,0,0,1,0,0,20,0,0,9712,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,9,0,6,0,5,0,0,28,0,0,0,0,0,1070,28,1935,0,26,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1
H26911,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,8576,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,62,0,22,0,0,0,0,33,9,0,0,0,0,1208,32,1358,0,14,0,0,0,0,0,1018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26912,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0,0,2954,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,101,0,112,0,17,0,0,28,0,15,0,0,0,1330,22,3545,0,39,0,0,0,0,0,0,10713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26913,0,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,6359,0,0,0,0,0,1,0,0,0,45,0,0,0,0,0,48,0,41,63,0,0,0,130,16,3,7,0,0,1071,21,1955,6,19,0,2,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,137,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H26915,0,0,0,0,2,1,1,0,2,0,0,0,0,51,0,0,6649,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,231,0,0,0,0,0,0,0,10,0,0,2728,10,742,0,0,0,0,0,0,0,425,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189,0,0,0,2249,0,0,0,0,75,1,0,1,0,0,0,0,0,0,0
H26916,0,0,0,0,2,0,0,0,0,0,0,0,0,43,0,0,3932,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,271,0,9,0,0,0,0,352,324,0,0,0,0,2199,97,1746,0,74,0,0,0,0,0,682,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,467,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
H26917,0,0,0,0,4,1,0,0,0,0,0,0,0,13,0,0,5358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,0,23,8,0,0,0,0,416,0,0,0,0,1678,191,1072,0,13,0,0,0,0,0,0,3123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,148,0,0,0,0,81,4,0,0,0,0,0,0,0,0,0
H26918,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,4896,0,0,0,0,0,0,0,4,0,49,0,0,0,0,2,96,0,46,0,0,0,0,114,23,5,1,0,0,873,5,1392,0,11,0,0,2,0,0,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,1714,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
H26919,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,8,0,0,0,59,191,0,3,0,0,1595,18,1596,3,28,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
H26920,0,0,0,0,1,0,0,0,0,0,0,0,0,48,0,0,6274,0,0,0,0,0,0,0,50,0,18,0,0,0,0,0,309,2,137,1646,0,0,0,32,95,5,12,0,0,1917,152,2787,16,54,0,0,0,0,0,1,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
H26921,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,8430,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,75,0,55,0,1,0,0,47,9,1,0,0,0,1621,30,1349,0,286,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26923,0,0,0,0,2,3,0,0,0,0,0,0,0,67,0,0,5668,0,1,0,0,0,0,0,0,0,194,0,0,0,0,9,262,0,260,0,0,0,0,0,0,0,0,0,0,1602,0,1304,0,2,0,0,0,0,0,1,52,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,4717,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
H26925,0,0,0,0,1,0,0,0,1,0,0,0,0,71,0,0,3797,0,20,0,0,0,0,0,8,0,65,0,0,0,0,0,151,0,18,120,0,0,0,1654,1532,3,5,0,0,638,135,2881,8,12,0,3,0,0,0,3,1465,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26926,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,5626,0,0,0,0,0,2,0,0,0,56,0,0,0,0,0,90,0,87,0,0,0,0,92,9,33,1,0,0,1245,11,2085,6,34,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,30,0,0,0,0,49,0,0,0,0,0,0,0,0,2,0
H26928,0,0,0,0,0,1,1,0,1,0,0,0,0,70,0,0,8006,0,72,0,0,0,8,0,0,0,36,0,0,0,0,0,95,5,45,230,0,0,3,1564,1627,0,8,1,0,1088,151,3701,23,45,0,2,2,0,0,4,1848,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,63,0,0,0,510,0,0,0,0,19,0,0,0,37,0,0,0,0,0,0
H26929,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,5375,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,31,0,55,325,0,0,0,97,232,1,80,0,0,1463,41,1861,6,5,0,9,1,0,0,0,1893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,887,0,0,0,0,605,0,0,0,0,0,0,0,0,0,1
H26930,0,0,0,0,10,7,0,0,0,0,1,0,0,262,0,0,5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,113,0,0,0,0,14,1,0,0,0,0,2985,72,2226,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26931,0,0,0,0,3,0,1,0,4,0,0,0,0,106,0,0,5504,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,805,0,88,0,2,0,0,70,757,2,1,0,0,2650,83,2372,0,44,0,0,0,0,0,0,1140,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,0,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
H26932,0,0,0,0,0,2,0,0,0,0,0,0,0,73,0,0,14498,0,24,0,0,0,0,0,0,0,18,0,0,0,0,0,34,0,247,4,0,0,0,9,139,0,3,7,0,1180,0,727,0,25,0,0,0,0,0,823,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H26933,0,0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,7299,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,440,0,23,35,0,0,0,81,1499,0,1,0,2,1310,40,2765,7,16,0,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,232,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
H26934,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,7067,0,0,0,0,0,0,0,74,0,28,0,0,0,0,0,130,0,5,0,0,0,0,32,2,2,0,0,0,2199,61,1661,0,29,0,0,1,0,0,47,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H26935,0,0,0,0,1,0,0,0,1,0,0,0,0,35,0,0,5638,0,0,0,0,0,0,0,17,0,61,0,0,0,0,0,58,0,93,0,0,0,0,57,534,2,0,0,0,875,73,3043,13,6,0,0,0,0,0,323,89,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H26938,0,0,0,0,3,4,0,0,1,0,0,0,0,323,0,0,826,0,0,0,0,0,0,0,183,0,11,0,0,0,0,0,209,0,342,0,1,0,0,0,0,0,92,0,0,7015,381,1015,0,4,0,0,0,0,0,3,1526,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,8,0,0,3,10,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2
H26941,0,0,0,0,1,2,4,0,0,0,0,0,0,128,0,0,3716,0,0,0,0,0,2,0,0,0,284,0,0,0,0,0,184,0,95,0,1,0,0,992,2,1,0,1,0,1339,39,1680,3,20,0,0,0,0,0,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
H26942,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,0,5085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,17,0,0,0,0,3,4,2,23,0,1,1255,53,2156,0,14,0,0,0,0,0,278,2168,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2
H26943,0,0,0,0,0,1,0,0,0,0,0,0,0,157,0,0,2070,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,291,0,110,0,0,0,0,7,1,0,0,0,0,1677,52,1137,0,2,0,0,0,0,0,1,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,285,0,0,0,0,14,3,0,0,0,0,0,0,0,0,1
